grade,Year,emp_length,acc_open_past_24mths_x,annual_inc_x,bc_util_x,dti_x,inq_last_6mths_x,mo_sin_old_rev_tl_op_x,mo_sin_rcnt_rev_tl_op_x,mo_sin_rcnt_tl_x,mort_acc_x,mths_since_recent_bc_x,num_accts_ever_120_pd_x,num_actv_bc_tl_x,num_il_tl_x,num_bc_sats_x,open_acc_x,pub_rec_bankruptcies_x,pub_rec_x,recoveries_x,tot_cur_bal_x,total_bc_limit_x
B,2016,4 years,1,52000,34.4,10.22,0,130,17,17,0,59,0,2,1,2,4,0,0,0,10525,13200
C,2016,10+ years,7,123291,96.6,13.2,1,154,11,3,3,35,0,2,14,2,12,0,0,0,353609,6300
C,2016,9 years,4,71000,68.3,26.39,0,103,26,3,3,26,0,2,13,3,8,1,1,0,146031,18100
B,2016,2 years,1,200000,80.4,19.13,0,446,62,19,3,123,0,5,9,5,14,0,0,0,261799,43000
C,2016,4 years,16,40000,19.3,25.17,0,254,8,8,0,8,0,6,12,9,16,0,0,0,21409,23800
A,2016,3 years,7,90000,28.8,9.84,0,173,13,9,10,13,0,3,14,6,27,0,1,0,390618,26000
B,2016,3 years,0,90000,29.6,4.39,0,217,29,29,5,29,0,3,2,5,9,0,0,0,359707,26400
C,2016,2 years,8,84000,34.6,16.95,1,94,1,1,0,10,0,5,10,9,20,0,0,0,64920,27500
C,2016,3 years,3,60000,74.5,27.19,0,182,13,13,0,13,0,9,6,9,15,0,0,0,35394,18100
B,2016,3 years,8,145000,40.5,24.47,0,200,4,3,4,4,0,5,16,5,13,0,0,0,531510,80500
B,2016,< 1 year,3,45000,45.7,6.88,0,294,2,2,2,2,1,3,1,6,12,0,0,0,113127,19500
C,2016,10+ years,6,41563,73.6,27.55,0,160,8,8,3,63,0,2,12,2,9,1,1,0,22312,6500
C,2016,4 years,6,75000,42.4,11.7,0,101,5,5,0,5,0,3,7,3,7,1,1,0,22026,11400
C,2016,3 years,5,70000,66,31.17,0,154,7,4,0,7,0,4,12,4,9,0,0,0,95901,30000
B,2016,10+ years,8,120000,70.2,23.37,0,285,5,5,7,5,0,5,18,8,16,0,0,0,440003,64800
D,2016,4 years,6,48000,68.9,18.15,1,23,5,3,0,19,0,3,6,3,9,0,0,0,33796,7300
D,2016,10+ years,4,94000,74.9,29.39,1,217,5,5,3,71,0,3,10,4,11,0,0,0,416588,13200
C,2016,10+ years,2,40000,93.3,23.76,0,63,16,16,0,16,0,6,6,6,8,0,0,0,27112,9800
C,2016,8 years,2,70800,24.6,8.27,1,133,1,1,4,1,1,2,3,4,12,0,0,0,319133,15300
B,2016,10+ years,4,60000,64.6,5.42,0,128,4,4,0,4,0,6,4,10,11,0,0,0,16074,24900
F,2016,5 years,6,60000,96.7,24.89,0,114,16,16,0,16,0,4,8,5,10,0,0,0,44474,16900
B,2016,10+ years,1,50000,98.7,19.95,0,142,32,21,0,47,0,1,9,1,8,0,0,0,17418,5500
A,2016,< 1 year,2,75000,30,11.09,0,193,9,9,5,9,0,3,4,6,12,0,0,0,134355,45700
A,2016,10+ years,6,36000,19.8,27,1,40,5,5,0,5,0,2,3,5,11,0,1,0,19003,9400
C,2016,10+ years,2,48000,85.5,20.15,1,258,7,7,0,59,0,3,4,3,12,0,0,0,38843,19200
C,2016,6 years,6,90000,45.6,21.47,1,217,2,2,0,2,1,4,6,5,11,1,2,0,64120,18600
B,2016,1 year,6,120000,91.2,21.66,0,345,9,9,4,11,3,2,7,3,11,0,0,0,518930,12500
D,2016,10+ years,18,31220,12.8,17.57,1,116,1,1,0,1,0,4,6,9,15,1,1,0,12602,19900
A,2016,10+ years,4,155000,50.1,10.15,0,250,4,4,6,6,0,4,3,7,13,0,0,0,586284,86500
C,2016,7 years,3,78000,51.1,13.75,1,157,15,1,3,62,0,3,7,5,11,0,0,0,350138,55300
C,2016,10+ years,6,65000,48,24.97,0,244,9,2,0,9,6,5,10,7,10,1,1,0,28846,7400
E,2016,3 years,3,48000,61.2,13.35,2,60,0,0,0,10,0,4,5,5,10,0,0,0,48630,15700
B,2016,6 years,3,120000,18.9,2.04,0,67,2,2,0,2,1,3,18,8,19,0,1,0,23955,41900
E,2016,1 year,6,39900,98,24.9,0,165,6,6,2,12,2,3,5,3,9,0,0,0,130061,8500
C,2016,9 years,6,52000,64.9,26.6,3,111,0,0,1,0,6,4,19,5,15,0,0,0,198439,32700
C,2016,1 year,4,60000,20.5,11.1,0,49,1,1,2,1,0,1,4,1,5,0,0,0,124349,2000
B,2016,1 year,4,30000,67.8,32.36,0,109,3,3,0,19,2,2,24,2,14,0,1,0,49709,14300
D,2016,10+ years,2,33000,23.5,1.93,0,219,11,11,0,11,0,2,1,2,4,0,1,0,1694,7200
B,2016,4 years,4,65000,27.6,12.48,1,260,6,6,2,6,2,4,12,5,10,0,0,0,170357,16200
D,2016,10+ years,6,56000,67.1,10.69,0,198,12,12,1,12,0,8,3,9,16,0,0,0,148139,14600
C,2016,4 years,4,60000,40.7,5.8,0,45,8,8,0,8,0,4,1,5,8,0,0,0,10059,24700
C,2016,9 years,2,50000,66.3,26.45,0,244,14,14,1,14,1,3,7,4,11,0,0,0,266886,22600
B,2016,4 years,6,80000,61,32.67,1,118,11,7,0,11,0,5,13,5,20,0,0,0,102907,20800
D,2016,10+ years,4,125000,87.8,16.44,0,204,1,1,0,1,0,6,2,6,9,0,0,0,74781,36800
B,2016,3 years,4,73000,26.4,11.73,5,79,4,4,0,4,0,5,6,7,11,0,0,0,25807,42600
C,2016,10+ years,4,80000,69.6,16.59,0,44,6,6,1,16,1,2,6,2,11,0,0,0,121574,7500
B,2016,6 years,6,140000,67.4,11.49,0,226,3,3,4,8,0,6,20,7,19,0,0,0,210911,25100
D,2016,5 years,4,180000,64.2,20.71,3,104,4,4,0,21,0,4,32,4,20,0,0,0,131668,70000
C,2016,10+ years,6,170000,37.7,7.71,0,118,17,17,1,20,0,2,4,3,11,1,1,0,439731,12300
C,2016,10+ years,7,54000,55.3,32.22,1,186,8,8,1,24,0,5,10,6,12,0,0,0,151808,35800
B,2016,5 years,2,64000,88.9,8.16,0,94,20,15,0,38,0,2,1,2,6,0,1,0,19950,4500
D,2016,1 year,8,52000,74.9,18.76,0,119,2,2,0,2,3,3,10,3,10,0,0,0,51768,12100
A,2016,10+ years,4,66000,60.7,14.99,0,265,2,2,1,2,1,3,4,3,11,0,0,0,12603,9000
C,2016,3 years,12,77000,57.7,20,0,296,8,6,3,26,0,2,9,2,18,1,3,0,116988,15300
C,2016,2 years,2,35000,89,22.77,0,81,6,6,0,39,0,5,2,5,13,0,0,0,16211,12300
D,2016,10+ years,2,61569.16,67.3,13.76,0,359,12,12,1,12,0,5,5,5,7,0,0,0,34045,36900
D,2016,10+ years,5,55000,54.8,28.78,1,156,28,8,0,28,0,3,9,4,12,1,1,0,32489,8400
C,2016,10+ years,1,58000,76.6,24.08,1,398,44,8,2,50,0,5,5,5,16,0,0,0,119047,49700
A,2016,10+ years,8,85000,15.3,23.72,0,241,9,4,3,9,2,2,14,5,19,0,0,0,200690,63200
C,2016,10+ years,7,52000,56.5,22.61,1,134,3,3,0,3,0,7,2,8,15,0,0,0,37845,38900
A,2016,4 years,4,80000,23,16.92,0,334,5,5,2,5,0,2,13,2,8,0,0,0,110366,10500
B,2016,7 years,9,88500,57.3,7.54,0,431,11,11,0,11,0,9,2,9,10,1,1,0,9866,9800
D,2016,2 years,5,42000,89,16.11,0,35,3,3,0,3,4,4,8,4,12,0,0,0,33874,8300
D,2016,10+ years,5,70000,90.2,32.88,0,265,7,6,2,7,6,2,11,2,7,0,0,0,53633,8000
D,2016,2 years,5,54500,88.5,22.18,1,110,18,5,5,34,0,1,18,1,5,0,0,0,211162,1700
A,2016,1 year,2,110000,44.4,14.62,0,174,13,13,0,13,0,6,15,6,15,0,1,0,34763,42400
B,2016,< 1 year,3,19200,77.3,9.75,0,95,16,16,1,36,0,1,5,1,9,0,0,0,68865,2300
C,2016,2 years,4,42000,67.7,31.29,0,322,1,1,0,28,3,6,9,6,19,0,0,0,164303,4400
E,2016,4 years,10,60000,82.5,25.76,1,142,2,2,3,2,1,4,13,5,15,0,0,0,217248,21200
C,2016,10+ years,2,66000,100.9,18.61,0,171,18,18,3,18,1,4,5,4,9,0,0,0,272256,10900
B,2016,3 years,5,84000,28.5,13.43,1,173,4,4,0,22,0,4,10,6,15,0,0,0,35178,41300
A,2016,2 years,2,46000,46,17.61,0,108,21,13,1,21,0,2,19,2,14,0,0,0,191464,14000
C,2016,8 years,6,85000,49.3,29.39,1,176,4,4,2,4,0,7,5,9,16,0,0,0,338367,43400
C,2016,10+ years,2,90000,72.4,18.8,0,101,14,14,0,43,0,5,3,5,12,1,1,0,152272,15300
B,2016,3 years,4,50000,35.5,11.47,0,203,19,7,0,19,0,3,2,3,8,0,0,0,12906,22100
C,2016,1 year,5,23616,29.5,20.07,1,124,12,4,0,14,1,3,6,3,5,0,0,0,13539,2600
C,2016,10+ years,2,66000,73,14.4,1,406,14,14,0,22,0,14,1,14,17,0,0,0,26495,36300
B,2016,3 years,6,133000,9,14.67,1,293,9,3,4,120,2,1,14,1,10,0,0,0,47690,25000
A,2016,10+ years,6,60000,17.8,26.07,0,245,4,4,6,23,0,5,11,8,16,0,0,0,201461,57900
A,2016,6 years,5,56000,39.3,22.7,0,344,9,9,2,9,2,7,10,11,23,0,0,0,224072,38700
B,2016,10+ years,7,46000,78.7,22.1,0,103,6,6,2,9,1,9,4,9,16,0,0,0,64645,10100
A,2016,10+ years,10,45000,50,23.55,2,212,1,1,1,1,0,2,10,3,16,0,0,0,151346,5000
B,2016,10+ years,4,60000,98.5,16.38,3,207,3,3,0,16,0,1,8,1,12,1,1,0,60037,4000
C,2016,10+ years,5,41000,77.4,30.47,0,72,11,5,1,11,0,3,7,3,9,0,0,0,112686,13500
C,2016,2 years,5,90000,49.1,8.63,1,144,1,1,0,1,1,5,1,8,12,0,0,0,11758,15500
B,2016,1 year,4,63000,64.3,17.3,1,253,4,4,2,17,0,4,3,4,10,1,1,0,32219,10300
A,2016,7 years,3,82500,42.6,18.2,0,223,35,12,2,146,0,2,29,3,9,0,0,0,237273,28900
C,2016,8 years,3,65000,79.8,20.44,0,149,2,2,0,34,0,2,15,3,14,0,0,0,30863,19000
B,2016,10+ years,3,45000,58.4,15.52,0,207,5,5,0,5,0,4,9,6,13,0,2,0,15978,17800
B,2016,5 years,7,122000,66.2,12.72,0,364,3,3,5,3,0,3,14,3,10,0,0,0,707822,26300
B,2016,4 years,3,80000,50.1,7.77,0,117,13,13,0,13,0,4,12,5,6,1,1,0,18602,22700
C,2016,1 year,4,64000,34.6,25.65,0,247,15,9,1,15,0,6,12,7,15,0,0,349.82,268180,55000
C,2016,10+ years,5,66000,39.8,11.89,0,324,20,13,2,20,2,4,8,5,18,0,1,0,193195,10200
D,2016,7 years,6,103800,95.8,17.4,0,425,2,2,3,2,7,7,2,7,18,0,2,0,281306,10000
A,2016,8 years,3,80000,12.6,12.08,0,218,9,4,6,24,0,1,4,5,10,0,0,0,129392,51900
C,2016,10+ years,3,45000,39.6,34.21,1,62,24,12,0,24,0,2,40,2,20,0,0,0,123645,10600
C,2016,10+ years,1,155000,59,10.88,0,182,19,19,4,19,0,3,7,4,7,0,0,0,105158,46700
C,2016,4 years,2,70000,66.9,14.11,2,108,1,1,0,1,0,4,3,5,10,0,0,0,33985,15900
D,2016,8 years,5,110000,44.3,10.97,2,274,1,1,1,1,1,6,2,6,7,0,0,0,182789,19700
B,2016,10+ years,0,52000,16.4,11.35,0,272,25,25,0,72,0,4,2,7,14,0,0,0,13888,54700
B,2016,10+ years,2,113000,61.3,9.12,1,226,25,5,0,28,0,3,6,7,15,1,1,0,40008,33900
C,2016,10+ years,3,117216,52.2,15.82,0,191,17,17,3,88,0,8,12,10,16,0,0,0,310397,115400
D,2016,8 years,13,130000,100.1,25.59,0,262,1,1,3,62,0,2,37,2,15,0,3,0,582743,6000
B,2016,9 years,4,38000,52.6,12.19,0,115,7,7,0,7,0,4,1,5,8,1,1,0,11644,13000
B,2016,4 years,3,32269,90.3,19.82,0,273,17,17,0,17,1,2,7,2,10,0,0,0,26383,1000
A,2016,10+ years,4,75000,29.4,21.81,1,220,2,2,4,30,0,2,15,2,10,0,0,0,348277,45500
A,2016,5 years,9,125000,37.7,24.33,2,230,5,4,0,8,4,5,32,10,26,0,0,0,203797,46100
C,2016,< 1 year,4,30000,82.1,11.6,0,47,15,15,0,17,0,2,2,2,6,0,0,0,11674,14000
C,2016,10+ years,1,50000,88.2,19.92,0,82,8,8,0,8,0,2,7,2,8,0,0,0,27987,3500
B,2016,2 years,0,65000,72.8,12.39,0,163,49,49,0,94,0,5,28,5,26,0,0,0,148716,16000
C,2016,7 years,7,82620,81.6,12.23,2,180,2,2,0,20,0,3,5,3,10,1,1,0,23640,7200
A,2016,3 years,4,84000,19.7,18.58,0,135,15,7,1,15,0,2,16,4,19,0,0,0,250290,30300
B,2016,10+ years,10,111000,67,16.14,1,218,1,1,1,1,0,5,5,6,23,0,0,0,81072,33600
D,2016,3 years,8,65000,32.4,13.44,1,124,9,1,0,9,0,5,8,5,9,0,0,0,20458,13200
B,2016,2 years,13,150000,24.8,6.44,1,151,3,3,0,3,0,8,3,18,23,0,0,0,15941,46600
C,2016,10+ years,9,93300,60,26.01,0,143,1,1,2,1,0,10,2,10,19,0,0,0,133937,50900
F,2016,10+ years,8,70000,64.6,16.53,3,16,6,2,0,14,1,3,4,3,10,0,0,0,20370,7700
E,2016,2 years,7,56000,28.5,32.85,4,146,3,3,2,3,1,12,35,15,40,0,0,0,255608,99600
B,2016,2 years,4,115000,91.1,6.45,0,137,1,1,0,1,0,5,12,5,15,0,0,0,20341,16000
E,2016,1 year,6,20160,43.7,21,1,136,1,1,0,1,0,2,1,2,9,0,0,0,5686,9700
C,2016,10+ years,1,20000,12.2,8.4,0,217,14,14,0,30,0,2,1,3,9,0,0,0,2908,13500
B,2016,1 year,3,104000,75.1,16.8,0,108,6,6,0,6,0,4,20,4,13,1,1,0,58769,13000
B,2016,< 1 year,4,98000,95.2,16.92,0,105,9,9,1,9,0,5,2,5,10,0,0,0,346467,16300
B,2016,5 years,4,63100,99.5,20.71,0,247,20,8,2,35,4,2,4,2,8,0,0,0,179275,6400
E,2016,10+ years,6,84000,26.2,10.69,2,212,0,0,6,0,0,6,13,7,12,2,2,0,12344,30400
G,2016,10+ years,8,66500,25.7,20.77,1,193,2,2,3,2,0,3,8,5,17,0,0,0,195777,27500
C,2016,10+ years,3,78000,95.4,12.58,0,208,20,20,0,20,0,2,2,2,9,0,0,0,24007,4000
C,2016,10+ years,3,55000,0,4.01,0,255,6,6,1,6,0,0,15,1,4,0,1,0,154833,3500
C,2016,10+ years,7,48000,58.8,18.63,1,105,13,5,2,105,0,1,14,1,16,1,1,0,153608,500
D,2016,2 years,4,160000,97.2,23.81,0,212,9,4,4,16,0,6,12,6,17,0,0,0,777595,42300
B,2016,10+ years,3,51000,59.7,26.96,1,401,24,13,1,45,1,3,7,4,8,0,0,0,28831,29500
C,2016,8 years,4,88000,19,22.29,0,152,3,3,3,3,0,5,5,6,11,0,0,0,275173,81100
D,2016,1 year,6,105000,95.9,19.63,0,146,1,1,5,12,0,5,7,4,13,1,1,0,322860,16000
B,2016,10+ years,2,150000,88,5.1,1,129,28,16,4,33,0,4,2,4,8,1,3,0,282939,6300
C,2016,10+ years,1,42000,59.4,7.06,0,243,22,22,0,22,0,3,3,4,5,0,0,0,8143,5700
C,2016,8 years,5,75000,52.7,21.94,0,353,9,6,5,16,0,4,10,5,14,1,1,0,372552,26300
C,2016,10+ years,6,83000,39.2,29.77,1,77,22,7,3,23,0,5,12,7,24,0,0,0,265322,34000
C,2016,3 years,9,75000,60.8,20.94,0,54,1,1,0,1,1,8,7,8,13,0,0,0,43580,23300
C,2016,10+ years,4,63100,64.6,7.95,0,73,6,6,2,6,1,5,3,6,11,2,2,0,139491,18300
C,2016,3 years,3,38400,56.4,5.84,2,56,3,3,0,20,0,3,0,3,7,0,0,0,6092,7400
D,2016,< 1 year,2,35000,39.1,14.88,1,44,8,8,0,9,0,3,2,3,4,0,0,0,12356,4800
E,2016,10+ years,4,52000,70.7,23.77,0,353,33,7,2,51,0,4,5,4,10,1,1,0,219441,11700
E,2016,1 year,2,45000,95.7,30.75,0,114,11,11,1,11,0,4,8,4,12,0,0,0,130681,12100
C,2016,8 years,11,49871,64.1,19.3,1,63,4,4,0,13,0,8,19,8,34,0,1,0,120602,9700
C,2016,10+ years,17,135000,82,32.02,0,354,8,8,0,10,1,17,12,18,45,0,0,0,316399,70400
C,2016,5 years,1,40166,40.3,22.08,0,142,33,14,0,33,0,3,16,4,9,0,0,0,40391,20800
C,2016,10+ years,7,105000,69.9,11.05,5,140,12,12,1,12,2,4,8,6,14,0,0,0,22416,8100
B,2016,2 years,16,89000,5.8,23.27,1,130,6,6,0,6,0,8,43,19,62,0,0,0,212643,67200
B,2016,10+ years,2,79000,33.3,11.77,2,257,4,4,3,35,0,3,2,6,10,0,0,0,252131,44100
C,2016,10+ years,8,75000,39,12.86,2,325,0,0,3,0,1,3,2,5,12,0,0,0,427437,17700
C,2016,1 year,5,60000,64,11.92,4,124,5,5,0,19,4,3,6,4,13,1,1,0,17436,7700
C,2016,1 year,5,55000,90.2,4.56,0,94,5,5,1,16,2,4,7,4,10,0,0,0,139958,3300
A,2016,9 years,4,49800,11.9,22.77,0,125,11,11,1,41,0,1,14,3,14,0,0,0,211641,3000
C,2016,10+ years,5,49000,59.5,24.81,0,277,5,5,2,5,0,2,6,3,8,0,0,0,202266,12100
A,2016,< 1 year,1,115000,0,8.2,0,316,48,13,0,139,0,0,4,1,3,0,0,0,14646,22000
C,2016,3 years,1,30000,102.7,28.92,4,109,46,24,0,78,0,1,6,1,6,0,0,0,14940,4200
B,2016,6 years,6,180000,65.1,9.48,0,235,8,7,2,8,0,2,8,5,10,1,1,0,402155,27500
A,2016,6 years,5,84790,45.8,10.25,0,151,1,1,2,1,0,3,10,3,12,0,0,0,158942,21000
C,2016,10+ years,0,120000,68.1,8.84,2,192,27,27,4,36,0,7,2,7,12,0,0,0,178937,44600
C,2016,6 years,3,35000,81.3,9.29,1,213,5,5,0,5,0,3,1,3,8,1,1,0,8368,6900
C,2016,4 years,7,60648,63.8,28.87,1,284,23,2,1,23,0,3,16,5,21,0,0,0,219557,32100
B,2016,6 years,3,50000,12.5,2.26,0,155,12,12,0,24,0,2,8,7,13,0,0,0,12254,23300
C,2016,< 1 year,6,70000,64.4,27.12,0,115,16,4,1,22,1,2,17,3,9,1,1,0,53103,8400
B,2016,10+ years,1,61000,50.6,15.36,0,129,8,8,1,8,0,3,6,3,10,0,0,0,167297,10300
A,2016,10+ years,2,40000,26.8,25.8,0,241,23,17,2,30,3,1,6,2,9,0,0,0,122291,10400
C,2016,3 years,6,120000,21.5,18.28,1,81,9,9,0,28,0,2,9,3,12,1,1,0,58773,7900
C,2016,10+ years,10,85000,56.4,29.39,1,183,8,6,3,8,0,5,18,9,23,0,0,0,193971,48100
C,2016,4 years,5,70000,99,31.78,1,270,7,7,3,18,3,8,11,9,13,0,0,0,76697,44900
C,2016,9 years,6,44000,69.1,23.57,1,125,3,3,0,9,0,5,8,5,11,1,1,0,38133,9200
C,2016,3 years,1,52000,95.5,5.68,0,36,28,20,0,28,0,1,7,1,3,0,0,0,19279,1300
B,2016,< 1 year,6,45000,60.9,14.13,0,17,9,9,0,9,0,4,2,4,7,0,0,0,53977,6600
B,2016,10+ years,5,133000,86.2,20.42,1,158,9,9,1,66,0,4,12,4,11,0,0,0,73543,5000
C,2016,4 years,3,130800,57.4,4.31,0,130,8,8,0,45,0,2,3,2,7,1,1,0,24406,8000
C,2016,10+ years,4,46500,75.8,30.5,1,268,1,1,4,1,0,5,4,5,11,0,0,0,146216,22000
E,2016,1 year,10,75000,65.1,8.45,0,210,3,3,2,3,0,4,3,5,12,0,0,0,15783,13400
D,2016,< 1 year,2,50000,71.8,13.27,1,114,6,6,0,6,0,3,17,3,22,0,1,0,86279,8100
C,2016,10+ years,2,90000,95.6,12.7,0,274,5,5,0,26,1,3,5,3,8,1,2,0,39526,7900
B,2016,10+ years,2,70000,70.5,21.96,1,178,2,2,1,2,0,4,3,4,7,1,1,0,30801,6200
B,2016,9 years,2,45000,18.7,7.79,1,117,5,5,0,5,1,2,5,4,7,0,0,0,5932,16100
C,2016,< 1 year,4,50000,38.1,13.99,0,125,7,7,0,7,1,3,7,4,9,0,0,0,18821,11800
A,2016,10+ years,7,40000,12.7,22.47,3,137,2,2,0,3,0,4,2,7,16,0,0,0,25974,51800
E,2016,6 years,5,105000,61.8,8.55,2,238,3,3,0,3,0,2,8,3,7,1,1,0,26606,12800
B,2016,10+ years,4,110000,64.9,22.65,0,183,10,10,3,13,1,5,8,6,11,0,0,0,338044,40200
C,2016,10+ years,5,55000,92.2,29.99,1,272,13,1,3,13,0,4,8,4,6,0,0,0,211256,37900
B,2016,10+ years,0,42300,79.1,29.42,0,137,73,60,0,105,0,2,5,2,9,0,0,0,16912,4200
C,2016,3 years,4,50000,73.2,19.78,1,146,8,8,2,8,0,5,15,5,15,0,0,0,194031,24200
C,2016,10+ years,7,140000,82.8,15.23,1,143,7,7,4,12,1,1,10,1,9,0,0,0,664241,1300
C,2016,10+ years,5,55000,85.5,5.45,0,166,11,8,3,11,0,2,4,3,8,0,0,0,249338,10500
C,2016,10+ years,4,64000,39.7,8.08,0,20,9,9,0,9,0,3,2,3,4,0,0,0,11173,5300
B,2016,2 years,3,87265,92.2,21.95,0,175,14,14,0,15,0,6,8,6,12,0,0,0,71113,22000
C,2016,4 years,2,50000,91.3,23.88,0,254,29,10,7,29,0,5,6,5,9,0,0,0,220330,19000
A,2016,4 years,2,68000,33.9,1.68,0,293,1,1,0,47,0,2,2,4,8,1,1,0,6440,17700
D,2016,10+ years,3,38000,66.8,23.27,0,149,20,4,2,27,2,5,3,5,9,1,1,0,134101,5300
C,2016,5 years,8,82000,34.3,14.31,1,220,0,0,1,6,2,2,11,2,10,1,1,0,37557,1900
A,2016,2 years,4,40000,52.1,9.57,0,192,8,8,0,8,0,2,5,2,4,0,0,0,26021,16000
A,2016,6 years,1,35000,61.6,28.33,0,105,25,15,0,25,0,4,8,9,13,0,0,0,21251,19700
D,2016,6 years,2,37500,101,21.47,0,213,12,12,0,12,0,3,1,3,4,0,0,0,23472,13000
A,2016,2 years,1,55000,12.2,25.44,1,67,26,12,2,26,0,2,4,3,9,0,0,0,157592,18200
C,2016,6 years,3,47000,56.3,20.89,1,230,2,2,1,30,0,4,4,6,14,0,0,0,115936,16300
D,2016,4 years,2,90000,91,10.57,0,218,17,17,12,26,1,4,4,4,14,0,0,0,304651,9300
C,2016,10+ years,4,50000,64.6,25.97,0,259,9,2,3,9,1,3,4,4,6,0,0,0,60329,24800
C,2016,6 years,4,27000,53,14.53,0,13,1,1,1,1,0,1,6,2,6,0,0,196.4,136701,2300
A,2016,10+ years,1,42000,95.3,33.46,0,293,39,16,4,74,0,1,11,1,7,1,1,0,127463,2500
C,2016,9 years,4,55000,40.2,28.85,0,123,8,8,2,19,0,2,27,2,8,0,0,0,47417,5300
C,2016,4 years,9,45000,57.8,8.91,0,23,8,8,0,8,0,1,14,2,20,0,0,0,68818,2500
E,2016,9 years,8,70000,84.5,24.09,0,146,4,4,1,4,3,6,7,6,13,0,0,0,340196,13700
C,2016,10+ years,2,65000,98,11.6,1,237,3,3,2,3,1,2,4,2,7,0,0,0,351761,4900
C,2016,5 years,3,48000,0,5.48,1,221,15,1,1,15,0,0,1,3,6,0,0,0,96983,22800
D,2016,9 years,11,79000,45,27.04,3,114,3,3,1,3,0,1,16,2,13,2,3,0,68397,4300
A,2016,10+ years,6,93000,0,12.04,2,318,6,5,3,56,0,0,21,1,9,0,0,0,151408,3000
C,2016,10+ years,2,38000,59,13.42,1,182,4,4,5,4,0,5,5,6,9,0,0,0,141345,32100
C,2016,2 years,3,39000,94.3,15.42,1,17,8,4,0,17,0,1,15,1,10,0,1,0,49518,2600
B,2016,5 years,3,70000,24,17.61,0,182,4,4,0,4,0,3,15,3,17,0,0,0,74351,16300
C,2016,3 years,8,85000,55.1,17,1,109,1,1,1,1,0,4,9,4,13,0,0,0,295451,16000
C,2016,2 years,9,75000,53.4,18.59,0,69,8,6,1,22,0,13,3,16,28,0,0,0,167660,43900
C,2016,10+ years,3,40000,77.5,27.57,0,116,11,4,0,15,0,3,3,3,7,1,1,0,45046,5600
C,2016,2 years,4,49000,52.2,17.7,0,153,3,3,3,3,0,6,3,7,11,0,0,0,169714,18100
C,2016,10+ years,10,180000,82.5,23.21,1,360,7,5,4,97,0,1,35,1,16,0,0,0,763812,1300
C,2016,5 years,4,82000,75.8,17.2,0,54,8,8,1,8,0,6,2,6,13,0,0,0,134207,8600
C,2016,10+ years,2,100000,83,12.44,0,265,14,3,2,14,0,3,10,3,11,0,0,0,40290,7300
B,2016,2 years,15,142500,85.2,10.91,1,205,9,7,5,10,0,6,41,6,28,0,1,0,325549,16300
B,2016,10+ years,2,78000,99.9,27.6,1,227,8,2,0,33,0,6,5,6,13,0,0,0,35533,20800
B,2016,10+ years,3,50000,40,15.22,0,154,24,11,1,24,0,2,6,4,13,0,0,0,147164,19300
C,2016,2 years,3,50000,50.2,4.92,0,42,15,15,0,16,0,2,2,2,3,0,0,0,7795,13800
A,2016,10+ years,3,95000,0.2,21.66,2,247,37,2,0,45,0,1,7,2,4,0,0,0,36359,20800
C,2016,2 years,3,48875,13.4,12.19,0,183,22,1,1,22,0,2,3,5,7,0,0,0,152772,28700
D,2016,10+ years,4,84731,49.8,24.77,0,135,7,7,2,19,0,6,9,12,18,0,0,0,97708,52800
C,2016,10+ years,11,72000,54.3,13.82,0,418,2,2,3,2,0,6,3,8,19,0,0,0,288500,25300
C,2016,6 years,7,60000,57.3,21.84,2,132,3,3,0,3,0,12,5,13,19,0,0,0,29262,22800
A,2016,10+ years,8,45000,18.2,27.95,2,402,1,1,0,3,0,9,3,13,22,0,0,0,28715,82800
C,2016,7 years,4,28600,96.1,30.72,0,302,11,11,2,13,0,5,3,5,10,0,0,0,36567,26600
C,2016,5 years,4,38400,86.7,19.31,0,56,7,7,0,7,0,3,3,3,10,0,0,0,10997,4700
C,2016,5 years,7,98000,80.6,29.37,0,108,6,6,1,6,0,8,17,9,18,0,0,0,303803,28900
C,2016,10+ years,4,35000,87.8,18.93,0,158,15,8,1,15,0,2,4,2,5,0,0,0,131817,5500
C,2016,10+ years,1,48395,74.4,17.31,0,40,11,11,0,11,1,2,3,2,4,0,0,0,4355,2800
B,2016,< 1 year,3,61000,31.9,3.83,2,103,3,3,2,3,0,4,17,6,23,0,1,0,268245,24500
C,2016,4 years,5,84000,51.5,13.57,0,113,2,2,3,2,0,5,15,5,9,0,1,0,178087,18800
C,2016,1 year,5,60000,95.2,16,0,139,2,2,0,9,0,3,8,4,11,0,0,0,32898,11800
D,2016,10+ years,7,130210,95,23.57,5,442,1,1,5,1,0,8,17,12,22,0,0,0,253784,45500
B,2016,< 1 year,3,46000,53.3,18,0,114,15,15,0,15,0,4,16,8,14,0,0,0,42754,29100
C,2016,3 years,10,39032,26.1,32.84,4,360,6,5,0,6,0,5,11,6,10,0,0,0,67174,34300
C,2016,10+ years,3,30000,69.2,22.68,0,118,9,5,0,10,0,3,2,3,7,0,0,0,16865,14300
C,2016,1 year,6,50000,49.5,5.66,3,29,1,1,1,8,0,2,6,2,7,0,0,0,207794,5700
C,2016,6 years,6,105000,76.5,14.66,1,123,3,3,0,12,0,6,10,6,12,1,1,0,120099,30700
C,2016,5 years,1,50000,76,29.76,0,178,28,13,0,45,2,3,31,3,8,0,0,0,71683,9000
